tripid,loc_from,searches,searches_got_estimate,searches_for_quotes,searches_got_quotes,customer_not_cancelled,driver_not_cancelled,otp_entered,end_ride
2034,34,1,0,0,0,0,0,0,0
2035,9,1,0,0,0,0,0,0,0
2036,5,1,0,0,0,0,0,0,0
2037,11,1,0,0,0,0,0,0,0
2038,34,1,0,0,0,0,0,0,0
2039,36,1,0,0,0,0,0,0,0
2040,33,1,0,0,0,0,0,0,0
2041,36,1,0,0,0,0,0,0,0
2042,12,1,0,0,0,0,0,0,0
2043,18,1,0,0,0,0,0,0,0
2044,13,1,0,0,0,0,0,0,0
2045,25,1,0,0,0,0,0,0,0
2046,2,1,0,0,0,0,0,0,0
2047,28,1,0,0,0,0,0,0,0
2048,8,1,0,0,0,0,0,0,0
2049,35,1,0,0,0,0,0,0,0
2050,37,1,0,0,0,0,0,0,0
2051,31,1,0,0,0,0,0,0,0
2052,19,1,0,0,0,0,0,0,0
2053,10,1,0,0,0,0,0,0,0
2054,32,1,0,0,0,0,0,0,0
2055,23,1,0,0,0,0,0,0,0
2056,5,1,0,0,0,0,0,0,0
2057,14,1,0,0,0,0,0,0,0
2058,22,1,0,0,0,0,0,0,0
2059,16,1,0,0,0,0,0,0,0
2060,2,1,0,0,0,0,0,0,0
2061,30,1,0,0,0,0,0,0,0
2062,14,1,0,0,0,0,0,0,0
2063,4,1,0,0,0,0,0,0,0
2064,1,1,0,0,0,0,0,0,0
2065,23,1,0,0,0,0,0,0,0
2066,37,1,0,0,0,0,0,0,0
2067,18,1,0,0,0,0,0,0,0
2068,27,1,0,0,0,0,0,0,0
2069,34,1,0,0,0,0,0,0,0
2070,29,1,0,0,0,0,0,0,0
2071,24,1,0,0,0,0,0,0,0
2072,14,1,0,0,0,0,0,0,0
2073,28,1,0,0,0,0,0,0,0
2074,36,1,0,0,0,0,0,0,0
2075,14,1,0,0,0,0,0,0,0
2076,19,1,0,0,0,0,0,0,0
2077,1,1,0,0,0,0,0,0,0
2078,16,1,0,0,0,0,0,0,0
2079,32,1,0,0,0,0,0,0,0
2080,2,1,0,0,0,0,0,0,0
2081,3,1,0,0,0,0,0,0,0
2082,28,1,0,0,0,0,0,0,0
2083,34,1,0,0,0,0,0,0,0
2084,13,1,0,0,0,0,0,0,0
2085,18,1,0,0,0,0,0,0,0
2086,5,1,0,0,0,0,0,0,0
2087,28,1,0,0,0,0,0,0,0
2088,20,1,0,0,0,0,0,0,0
2089,16,1,0,0,0,0,0,0,0
2090,8,1,0,0,0,0,0,0,0
2091,22,1,0,0,0,0,0,0,0
2092,10,1,0,0,0,0,0,0,0
2093,3,1,0,0,0,0,0,0,0
2094,23,1,0,0,0,0,0,0,0
2095,3,1,0,0,0,0,0,0,0
2096,10,1,0,0,0,0,0,0,0
2097,36,1,0,0,0,0,0,0,0
2098,14,1,0,0,0,0,0,0,0
2099,9,1,0,0,0,0,0,0,0
2100,16,1,0,0,0,0,0,0,0
2101,13,1,0,0,0,0,0,0,0
2102,2,1,0,0,0,0,0,0,0
2103,36,1,0,0,0,0,0,0,0
2104,7,1,0,0,0,0,0,0,0
2105,8,1,0,0,0,0,0,0,0
2106,21,1,0,0,0,0,0,0,0
2107,28,1,0,0,0,0,0,0,0
2108,17,1,0,0,0,0,0,0,0
2109,37,1,0,0,0,0,0,0,0
2110,18,1,0,0,0,0,0,0,0
2111,18,1,0,0,0,0,0,0,0
2112,12,1,0,0,0,0,0,0,0
2113,28,1,0,0,0,0,0,0,0
2114,37,1,0,0,0,0,0,0,0
2115,2,1,0,0,0,0,0,0,0
2116,19,1,0,0,0,0,0,0,0
2117,6,1,0,0,0,0,0,0,0
2118,28,1,0,0,0,0,0,0,0
2119,14,1,0,0,0,0,0,0,0
2120,10,1,0,0,0,0,0,0,0
2121,7,1,0,0,0,0,0,0,0
2122,16,1,0,0,0,0,0,0,0
2123,30,1,0,0,0,0,0,0,0
2124,23,1,0,0,0,0,0,0,0
2125,37,1,0,0,0,0,0,0,0
2126,13,1,0,0,0,0,0,0,0
2127,11,1,0,0,0,0,0,0,0
2128,8,1,0,0,0,0,0,0,0
2129,29,1,0,0,0,0,0,0,0
2130,4,1,0,0,0,0,0,0,0
2131,1,1,0,0,0,0,0,0,0
2132,18,1,0,0,0,0,0,0,0
2133,11,1,0,0,0,0,0,0,0
2134,17,1,0,0,0,0,0,0,0
2135,31,1,0,0,0,0,0,0,0
2136,9,1,0,0,0,0,0,0,0
2137,16,1,0,0,0,0,0,0,0
2138,24,1,0,0,0,0,0,0,0
2139,29,1,0,0,0,0,0,0,0
2140,30,1,0,0,0,0,0,0,0
2141,8,1,0,0,0,0,0,0,0
2142,12,1,0,0,0,0,0,0,0
2143,12,1,0,0,0,0,0,0,0
2144,23,1,0,0,0,0,0,0,0
2145,36,1,0,0,0,0,0,0,0
2146,3,1,0,0,0,0,0,0,0
2147,35,1,0,0,0,0,0,0,0
2148,12,1,0,0,0,0,0,0,0
2149,32,1,0,0,0,0,0,0,0
2150,12,1,0,0,0,0,0,0,0
2151,37,1,0,0,0,0,0,0,0
2152,16,1,0,0,0,0,0,0,0
2153,36,1,0,0,0,0,0,0,0
2154,32,1,0,0,0,0,0,0,0
2155,37,1,0,0,0,0,0,0,0
2156,4,1,0,0,0,0,0,0,0
2157,27,1,0,0,0,0,0,0,0
2158,28,1,0,0,0,0,0,0,0
2159,27,1,0,0,0,0,0,0,0
2160,17,1,0,0,0,0,0,0,0
2161,31,1,0,0,0,0,0,0,0
